timestamp,side,quantity,price,position,reason,profit_or_loss,atr,gross_pnl,fee,turnover,benchmark_price,maker_fee,long_gross_pnl,long_position_usd,long_turnover,short_gross_pnl,short_position_usd,short_turnover
2024-12-26 00:00:23,SELL,0.0001,99480.8,SHORT,ENTER,0.0,10.078571428570806,0.0,0.0,9.948080000000001,99480.8,0.0,0.0,0.0,0.0,0.0,-9.948080000000001,9.948080000000001
2024-12-26 00:00:37,BUY,0.0001,99506.18,SHORT,Stop Loss,-0.0025379999999990107,7.938571428575544,-0.0025379999999990107,0.0,9.950618,99506.18,0.0,0.0,0.0,0.0,-0.0025379999999990107,-9.950618,9.950618
2024-12-26 00:00:50,SELL,0.0001,99511.04,SHORT,ENTER,0.0,3.344285714288292,0.0,0.0,9.951103999999999,99511.04,0.0,0.0,0.0,0.0,0.0,-9.951103999999999,9.951103999999999
2024-12-26 00:01:02,BUY,0.0001,99515.98,SHORT,Stop Loss,-0.0004940000000002329,1.5957142857150757,-0.0004940000000002329,0.0,9.951598,99515.98,0.0,0.0,0.0,0.0,-0.0004940000000002329,-9.951598,9.951598
2024-12-26 00:01:13,SELL,0.0001,99520.16,SHORT,ENTER,0.0,6.054999999999252,0.0,0.0,9.952016,99520.16,0.0,0.0,0.0,0.0,0.0,-9.952016,9.952016
2024-12-26 00:01:18,BUY,0.0001,99546.58,SHORT,Stop Loss,-0.0026419999999998255,8.072142857145602,-0.0026419999999998255,0.0,9.954658,99546.58,0.0,0.0,0.0,0.0,-0.0026419999999998255,-9.954658,9.954658
2024-12-26 00:01:25,SELL,0.0001,99532.01,SHORT,ENTER,0.0,6.033571428575669,0.0,0.0,9.953201,99532.01,0.0,0.0,0.0,0.0,0.0,-9.953201,9.953201
2024-12-26 00:01:38,BUY,0.0001,99554.17,SHORT,Stop Loss,-0.002216000000000349,7.194999999999709,-0.002216000000000349,0.0,9.955417,99554.17,0.0,0.0,0.0,0.0,-0.002216000000000349,-9.955417,9.955417
2024-12-26 00:01:59,SELL,0.0001,99557.6,SHORT,ENTER,0.0,2.315714285708964,0.0,0.0,9.955760000000001,99557.6,0.0,0.0,0.0,0.0,0.0,-9.955760000000001,9.955760000000001
2024-12-26 00:02:02,BUY,0.0001,99568.55,SHORT,Stop Loss,-0.001094999999999709,3.097142857137701,-0.001094999999999709,0.0,9.956855000000001,99568.55,0.0,0.0,0.0,0.0,-0.001094999999999709,-9.956855000000001,9.956855000000001
