ts,price,spread,size_spread
1727742410008.0,2610.3,1.0700000000001637,28.311
1727742411007.0,2610.3,1.0700000000001637,20.8223
1727742412008.0,2610.3,1.0700000000001637,-27.4347
1727742413008.0,2610.3,1.0700000000001637,19.1345
1727742414007.0,2610.3,1.0700000000001637,18.3549
1727742415008.0,2610.2,1.0700000000001637,7.692799999999999
1727742416008.0,2609.7,1.0700000000001637,-40.123000000000005
1727742417008.0,2609.7,1.0700000000001637,-5.140499999999999
1727742418008.0,2610.1,1.069999999999709,12.299499999999998
1727742419008.0,2609.9,1.0700000000001637,-17.4264
1727742420008.0,2609.8,1.0700000000001637,-0.5528030000000008
1727742421007.0,2609.4,1.069999999999709,47.4835
1727742422008.0,2608.6,1.0700000000001637,-6.1754999999999995
1727742423008.0,2608.6,1.0700000000001637,24.7964
1727742424007.0,2608.5,1.0700000000001637,2.393699999999999
1727742425008.0,2609.0,1.0700000000001637,8.042950000000001
1727742426009.0,2609.0,1.069999999999709,3.9251000000000005
1727742427008.0,2609.0,1.069999999999709,-2.957600000000003
1727742428008.0,2609.7,1.069999999999709,-3.9213000000000005
1727742429009.0,2609.8,1.0700000000001637,-45.7796
1727742430008.0,2610.3,1.0700000000001637,-20.3912
1727742431007.0,2610.3,1.0700000000001637,-13.1372
1727742432008.0,2610.4,1.0700000000001637,-43.739599999999996
1727742433008.0,2610.3,1.0700000000001637,23.1009
1727742434008.0,2610.0,1.0700000000001637,17.661099999999998
1727742435008.0,2609.9,1.0700000000001637,4.5763890000000025
1727742436008.0,2609.6,1.0700000000001637,11.339267000000003
1727742437007.0,2609.5,1.069999999999709,-38.0859
1727742438008.0,2609.8,1.0700000000001637,-44.7667
1727742439008.0,2610.1,1.0700000000001637,-37.076499999999996
1727742440008.0,2610.5,1.069999999999709,-34.3637
1727742441007.0,2610.6,1.0700000000001637,-24.9669
1727742442008.0,2610.7,1.0700000000001637,-36.0303
1727742443008.0,2610.8,1.069999999999709,-54.9856
1727742444007.0,2610.8,1.0700000000001637,31.4795
1727742445007.0,2610.8,1.0700000000001637,-13.4782
1727742446008.0,2611.2,1.069999999999709,-65.56209999999999
1727742447008.0,2611.3,1.069999999999709,-18.2203
1727742448008.0,2612.1,1.0700000000001637,-2.84535
1727742449008.0,2612.1,1.0700000000001637,3.204650000000001
1727742450008.0,2612.6,1.0700000000001637,-2.0312669999999997
1727742451008.0,2612.4,1.0700000000001637,-0.012299999999999756
1727742452008.0,2612.9,1.0700000000001637,4.975275999999999
1727742453008.0,2612.4,1.0700000000001637,15.1366
1727742454008.0,2612.5,1.0700000000001637,-73.2174
1727742455007.0,2612.7,1.0700000000001637,2.985099999999999
1727742456008.0,2612.8,1.0700000000001637,-12.552799999999998
1727742457008.0,2613.0,1.069999999999709,-18.877646000000002
1727742458008.0,2613.0,1.069999999999709,17.808500000000002
1727742459008.0,2612.4,1.0700000000001637,41.049457000000004
1727742460008.0,2612.4,1.0700000000001637,26.662156999999997
1727742461012.0,2612.6,1.0700000000001637,-83.7662
1727742462009.0,2612.7,1.0700000000001637,-105.3576
1727742463007.0,2612.7,1.0700000000001637,-80.22040000000001
1727742464008.0,2613.0,1.069999999999709,63.0128
1727742465008.0,2612.6,1.0700000000001637,21.87266
1727742466008.0,2612.5,1.0700000000001637,38.122499999999995
1727742467008.0,2612.5,1.0700000000001637,27.241
1727742468008.0,2612.4,1.069999999999709,5.9114
1727742469007.0,2612.4,1.069999999999709,9.3525
1727742470008.0,2612.4,1.069999999999709,7.967500000000001
1727742471008.0,2612.6,1.0700000000001637,-36.4969
1727742472008.0,2612.7,1.069999999999709,-58.6562
1727742473009.0,2612.3,1.069999999999709,46.248799999999996
1727742474008.0,2611.7,1.069999999999709,37.0509
1727742475008.0,2611.5,1.0700000000001637,30.694300000000002
1727742476008.0,2611.4,1.0700000000001637,39.934200000000004
1727742477008.0,2611.4,1.0700000000001637,-4.363299999999999
1727742478008.0,2611.3,1.0700000000001637,-34.3671
1727742479008.0,2610.8,1.0700000000001637,12.7335
1727742480008.0,2610.7,1.0700000000001637,19.723200000000002
1727742481007.0,2610.9,1.0700000000001637,17.547511999999998
1727742482008.0,2611.0,1.0700000000001637,-21.561899999999998
1727742483008.0,2611.0,1.0700000000001637,-1.1772000000000027
1727742484008.0,2611.0,1.0700000000001637,-3.580300000000001
1727742485008.0,2611.0,1.0700000000001637,-0.45989999999999753
1727742486008.0,2611.0,1.0700000000001637,-16.077800000000003
1727742487008.0,2611.3,1.0700000000001637,-36.3493
1727742488007.0,2611.4,1.0700000000001637,16.619
1727742489008.0,2611.4,1.0700000000001637,-29.1455
1727742490008.0,2611.4,1.0700000000001637,-31.574099999999998
1727742491008.0,2611.4,1.0700000000001637,-32.9972
1727742492008.0,2611.8,1.0700000000001637,-47.54900000000001
1727742493008.0,2611.9,1.0700000000001637,-11.843600000000002
1727742494009.0,2611.7,1.0700000000001637,62.7732
1727742495007.0,2611.6,1.0700000000001637,21.3047
1727742496008.0,2611.6,1.0700000000001637,24.784799999999997
1727742497008.0,2611.6,1.0700000000001637,14.4079
1727742498007.0,2611.6,1.0700000000001637,25.783
1727742499007.0,2611.6,1.0700000000001637,23.0937
1727742500009.0,2611.6,1.0700000000001637,27.325499999999998
1727742501008.0,2611.3,1.0700000000001637,-39.566199999999995
1727742502007.0,2611.3,1.0700000000001637,-29.385
1727742503007.0,2610.7,1.069999999999709,22.564300000000003
1727742504007.0,2610.3,1.0700000000001637,-12.770299
1727742505007.0,2610.2,1.0700000000001637,-13.010299
