ts,price,imblance
1727742410008.0,2610.3,53.872533000000146
1727742411007.0,2610.3,12.475817999999947
1727742412008.0,2610.3,-52.58267400000011
1727742413008.0,2610.3,35.19991500000009
1727742414007.0,2610.3,-117.11062599999997
1727742415008.0,2610.2,84.19098600000007
1727742416008.0,2609.7,-136.17955199999994
1727742417008.0,2609.7,-111.20174100000003
1727742418008.0,2610.1,-51.29381900000004
1727742419008.0,2609.9,-214.3919159999998
1727742420008.0,2609.8,-47.736754999999846
1727742421007.0,2609.4,110.88061600000015
1727742422008.0,2608.6,-27.099977000000138
1727742423008.0,2608.6,38.15303199999988
1727742424007.0,2608.5,60.50046299999974
1727742425008.0,2609.0,-144.16588900000005
1727742426009.0,2609.0,-126.13753399999985
1727742427008.0,2609.0,-188.758516
1727742428008.0,2609.7,-93.2704299999998
1727742429009.0,2609.8,-175.180817
1727742430008.0,2610.3,-187.18024500000035
1727742431007.0,2610.3,-261.41214299999973
1727742432008.0,2610.4,-218.693646
1727742433008.0,2610.3,-51.748871000000065
1727742434008.0,2610.0,-35.78528299999988
1727742435008.0,2609.9,-30.811864999999955
1727742436008.0,2609.6,167.37782300000026
1727742437007.0,2609.5,-100.46699899999999
1727742438008.0,2609.8,-138.37255499999964
1727742439008.0,2610.1,-59.597101999999836
1727742440008.0,2610.5,-131.491713
1727742441007.0,2610.6,16.452842000000203
1727742442008.0,2610.7,-203.732501
1727742443008.0,2610.8,-223.35346899999996
1727742444007.0,2610.8,0.7670769999999152
1727742445007.0,2610.8,-126.10949799999969
1727742446008.0,2611.2,-245.89420699999994
1727742447008.0,2611.3,-110.67436599999996
1727742448008.0,2612.1,-258.74591199999986
1727742449008.0,2612.1,-173.12635299999994
1727742450008.0,2612.6,-325.21697299999977
1727742451008.0,2612.4,127.39679400000006
1727742452008.0,2612.9,-258.95175300000005
1727742453008.0,2612.4,-98.810949
1727742454008.0,2612.5,-212.5746839999997
1727742455007.0,2612.7,-108.84311999999966
1727742456008.0,2612.8,-129.78859899999992
1727742457008.0,2613.0,-107.81875499999995
1727742458008.0,2613.0,62.79222000000021
1727742459008.0,2612.4,-57.41175700000008
1727742460008.0,2612.4,-91.55538000000007
1727742461012.0,2612.6,-265.28592999999984
1727742462009.0,2612.7,-222.61837299999985
1727742463007.0,2612.7,-272.060673
1727742464008.0,2613.0,82.11630800000012
1727742465008.0,2612.6,-32.860229000000174
1727742466008.0,2612.5,-82.55476399999986
1727742467008.0,2612.5,11.588256999999942
1727742468008.0,2612.4,49.4804050000003
1727742469007.0,2612.4,-79.46259800000007
1727742470008.0,2612.4,-52.40756399999992
1727742471008.0,2612.6,-192.80358500000006
1727742472008.0,2612.7,-302.660105
1727742473009.0,2612.3,265.48303999999933
1727742474008.0,2611.7,13.064151000000265
1727742475008.0,2611.5,42.60687800000011
1727742476008.0,2611.4,-3.2122979999995778
1727742477008.0,2611.4,-25.948365999999623
1727742478008.0,2611.3,-165.12233600000025
1727742479008.0,2610.8,-13.950994999999978
1727742480008.0,2610.7,-15.752518999999893
1727742481007.0,2610.9,-91.7716679999998
1727742482008.0,2611.0,-160.30748100000005
1727742483008.0,2611.0,-158.64176999999978
1727742484008.0,2611.0,-132.37866899999983
1727742485008.0,2611.0,-109.788119
1727742486008.0,2611.0,-140.33038800000014
1727742487008.0,2611.3,-171.57735700000018
1727742488007.0,2611.4,-74.06357099999991
1727742489008.0,2611.4,-173.00984799999998
1727742490008.0,2611.4,-231.65918500000004
1727742491008.0,2611.4,-204.27190000000007
1727742492008.0,2611.8,-147.5149140000001
1727742493008.0,2611.9,-129.6835999999999
1727742494009.0,2611.7,27.380494999999883
1727742495007.0,2611.6,-46.489074000000244
1727742496008.0,2611.6,-38.21818099999996
1727742497008.0,2611.6,-57.89176100000003
1727742498007.0,2611.6,8.490145000000098
1727742499007.0,2611.6,-8.864652999999862
1727742500009.0,2611.6,82.96119500000026
1727742501008.0,2611.3,0.8221699999998009
1727742502007.0,2611.3,-185.74097800000015
1727742503007.0,2610.7,38.332967999999994
1727742504007.0,2610.3,177.93523800000008
1727742505007.0,2610.2,-95.72300799999994
1727742506008.0,2609.8,255.15824000000026
1727742507008.0,2609.4,183.3371479999999
1727742508008.0,2609.4,63.49340199999972
1727742509008.0,2609.4,15.169564000000207
1727742510007.0,2609.4,-32.16597699999994
1727742511008.0,2608.8,71.83508299999994
1727742512010.0,2608.5,116.75093700000019
1727742513008.0,2608.5,104.91168699999997
1727742514007.0,2608.5,167.49851900000016
1727742515008.0,2608.5,80.44487700000019
1727742516008.0,2608.5,124.61734100000001
1727742517008.0,2608.5,-24.42299200000008
1727742518008.0,2608.5,-51.90969800000016
1727742519008.0,2608.9,-254.49449399999952
1727742520008.0,2609.2,-200.48259300000024
1727742521008.0,2609.3,-120.16855300000009
1727742522008.0,2609.4,-162.09965999999986
1727742523008.0,2609.4,60.41007900000017
1727742524007.0,2609.4,-60.16097500000001
1727742525007.0,2609.4,-45.788062999999966
1727742526008.0,2609.4,-14.34236399999969
1727742527007.0,2609.4,-39.51681599999972
1727742528007.0,2609.3,93.65484200000003
1727742529008.0,2609.3,149.34666700000014
1727742530008.0,2609.1,51.71511300000026
1727742531008.0,2609.1,49.68346500000007
1727742532007.0,2609.1,24.17013700000018
1727742533008.0,2609.1,14.258556000000226
1727742534008.0,2609.2,-232.59821099999965
1727742535007.0,2609.3,-218.94027299999948
1727742536007.0,2609.8,9.994412000000125
1727742537008.0,2610.3,-153.70999899999987
1727742538008.0,2610.7,-57.35448500000001
1727742539007.0,2610.9,-117.35700199999974
1727742540007.0,2610.9,-165.01109499999973
1727742541007.0,2610.9,-145.52491299999997
1727742542008.0,2611.2,-102.99572200000006
